"BekkenNaam";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2024"
"Beneden Schelde";50;38,0952380952381;40;52,6315789473684;0;50;37,5;20
"Boven Schelde";52;65,8227848101266;61,5384615384615;54,7619047619048;NA;NA;56,4102564102564;52,3255813953488
"BR";NA;NA;NA;NA;NA;NA;NA;0
"Brugse polders";44,4444444444444;54,2857142857143;49,2063492063492;51,5625;NA;NA;47,3684210526316;43,9393939393939
"Demer";36,8421052631579;27,7777777777778;32,5;30,7692307692308;NA;NA;25,8064516129032;38
"Dender";31,25;43,75;25;22,2222222222222;0;28,5714285714286;48;30,3030303030303
"Dijle";0;33,3333333333333;25;28,5714285714286;12,5;7,69230769230769;0;20
"Gentse kanalen";31,5789473684211;20;26,8292682926829;30,5555555555556;NA;NA;51,5151515151515;35,8974358974359
"Ijzer";28,9473684210526;33,3333333333333;30,7692307692308;36,734693877551;NA;NA;31,4814814814815;50,8196721311475
"Leie";36,5853658536585;45,2830188679245;33,3333333333333;48,1481481481481;NA;NA;37,5;36,0655737704918
"Maas Antwerpen";33,3333333333333;0;0;0;0;0;22,2222222222222;14,2857142857143
"Maas Limburg";51,7241379310345;39,5833333333333;25,5813953488372;32,5581395348837;NA;NA;31,5789473684211;33,3333333333333
"Nete";50;0;50;0;33,3333333333333;0;0;22,2222222222222
