"BekkenNaam";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2024"
"Beneden Schelde";50;38,0952380952381;47,0588235294118;52,6315789473684;0;50;34,6153846153846;20,8333333333333
"Boven Schelde";52;65,8227848101266;61,5384615384615;54,7619047619048;NA;NA;56,4102564102564;52,3255813953488
"Brugse polders";44,2307692307692;55,8823529411765;49,2063492063492;52,3809523809524;NA;NA;47,3684210526316;44,6153846153846
"Demer";100;25;NA;NA;NA;NA;0;0
"Dender";31,25;43,75;25;22,2222222222222;0;30;45,8333333333333;30,3030303030303
"Dijle";0;0;NA;0;NA;0;0;0
"Gentse kanalen";31,5789473684211;20;26,8292682926829;30,5555555555556;NA;NA;51,5151515151515;36,8421052631579
"Ijzer";29,7297297297297;34,1463414634146;30,7692307692308;37,5;NA;NA;31,4814814814815;50,8196721311475
"Leie";36,5853658536585;45,2830188679245;33,3333333333333;48,1481481481481;NA;NA;38,1818181818182;36,0655737704918
"Maas Antwerpen";100;0;0;0;0;0;0;20
"Maas Limburg";54,1666666666667;45,2380952380952;31,25;38,7096774193548;NA;NA;32,3529411764706;26,6666666666667
"Nete";NA;0;NA;0;NA;0;0;0
