"BekkenNaam";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2024"
"Beneden Schelde";0;0;2,12765957446809;0;1,42857142857143;0;5,20833333333333;0
"Boven Schelde";0;0;0;0;NA;NA;0;0
"Brugse polders";2,27272727272727;1,98019801980198;1,02040816326531;2,04081632653061;NA;NA;1,02040816326531;2,4390243902439
"Demer";5,20833333333333;3,125;3,15789473684211;0;NA;NA;3,6697247706422;2,40963855421687
"Dender";0;0;0;0;0;0;0;0
"Dijle";0;0;0;0;0;0;0;0
"Gentse kanalen";0;0;0;0;NA;NA;0;1,13636363636364
"Ijzer";3,15789473684211;1,02040816326531;2,02020202020202;1,04166666666667;NA;NA;0;0
"Leie";0;0;0;0;NA;NA;0;0
"Maas Antwerpen";0;0;0;0;0;0;0;4,54545454545455
"Maas Limburg";1,58730158730159;2,1505376344086;0;2,17391304347826;NA;NA;0;0
"Nete";0;1,16279069767442;0;0;0;0;0;0
